,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
928,0.01,0.06,0.27,0.075,0.1,0.06,0.0,0.07166666666666667,0.01,0.04,0.05
929,0.0,0.04,0.09,0.06452380952380952,0.09,0.19,0.0,0.01,0.01,0.0,0.0
930,0.0,0.0,0.02,0.035,0.03,0.04,0.0,0.02,0.01,0.0,0.0
931,0.0,0.03983333333333333,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
932,0.005,0.05,0.06,0.035,0.1,0.0,0.0,0.09,0.0,0.0,0.02
933,0.0,0.03,0.145,0.06583333333333334,0.034,0.025,0.055,0.023333333333333334,0.0,0.0,0.0
934,0.01,0.01,0.02,0.02,0.04,0.02,0.0,0.06,0.0,0.0,0.0
935,0.022000000000000002,0.02,0.09,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.0
936,0.01,0.03,0.02,0.03,0.01,0.01,0.0,0.0,0.92,0.0,0.0
937,0.0,0.006666666666666666,0.24,0.105,0.06,0.03,0.01,0.0,0.0,0.0,0.0
938,0.0,0.01,0.02,0.01,0.1125,0.03,0.0,0.0,0.0,0.0,0.0
939,0.0,0.01,0.0,0.02,0.04454545454545455,0.02,0.03,0.0,0.0,0.0,0.04
940,0.19366666666666668,0.0,0.0,0.162,0.40695238095238095,0.01,0.01,0.005,0.0,0.0,0.0
941,0.0,0.02,0.07,0.01,0.05,0.02,0.0,0.0,0.0,0.02,0.01
942,0.0,0.0,0.06,0.06,0.01,0.02,0.0,0.01,0.0,0.0,0.0
943,0.0,0.03,0.02333333333333333,0.01,0.74,0.095,0.01,0.01,0.03,0.0,0.0
944,0.06,0.12283333333333334,0.15166666666666667,0.175,0.04,0.005,0.02,0.01,0.06,0.02,0.01
945,0.01,0.01,0.1,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.0
946,0.02,0.06666666666666667,0.078,0.04,0.045,0.06,0.0,0.01,0.03,0.0,0.0
947,0.01,0.06333333333333332,0.02,0.0725,0.0,0.01,0.01,0.3371666666666666,0.0,0.0,0.04
948,0.01,0.055999999999999994,0.05,0.12,0.13,0.11,0.01,0.02,0.0,0.03,0.01
949,0.02,0.07333333333333333,0.095,0.0825,0.11,0.015,0.01,0.01,0.01,0.0,0.02
950,0.01,0.05,0.11,0.09,0.04,0.02,0.01,0.04,0.02,0.0,0.02166666666666667
951,0.0,0.026000000000000002,0.06,0.03,0.26,0.15,0.0,0.04,0.0,0.0,0.0
952,0.05683333333333333,0.03,0.12028571428571429,0.0915,0.02,0.08666666666666666,0.01,0.035333333333333335,0.01,0.01,0.01
953,0.0,0.01,0.046,0.0,0.049,0.08,0.0,0.0,0.0,0.0,0.01
954,0.0,0.01,0.15,0.01,0.11,0.03,0.0,0.0,0.0,0.0,0.0
955,0.0,0.0,0.04,0.0,0.05,0.04,0.0,0.01,0.0,0.0,0.0
956,0.0,0.01,0.03,0.01,0.13,0.09333333333333332,0.01,0.0,0.01,0.0,0.0
957,0.0,0.02,0.04,0.02,0.01,0.0,0.0,0.0,0.92,0.0,0.01
958,0.0,0.016666666666666666,0.13,0.03,0.05,0.02,0.0,0.05,0.0,0.0,0.02
959,0.03,0.055,0.075,0.36,0.15666666666666665,0.06,0.02,0.38,0.1,0.0,0.03
960,0.0,0.026666666666666665,0.125,0.03,0.11,0.12,0.03,0.0025,0.0,0.0,0.0
961,0.0,0.07,0.05,0.015,0.04,0.02,0.0,0.0,0.01,0.0,0.0
962,0.0,0.01,0.07,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0
963,0.0,0.04,0.24666666666666665,0.03,0.14958333333333332,0.04,0.0,0.0,0.01,0.0,0.09
964,0.01,0.02,0.08,0.05,0.07,0.06,0.03,0.03,0.0,0.02,0.02
965,0.0,0.03,0.07333333333333333,0.07333333333333333,0.06666666666666667,0.25,0.0,0.0,0.0,0.0,0.01
966,0.0,0.03,0.53,0.17,0.0,0.01,0.01,0.0,0.01,0.0,0.0
967,0.04,0.02,0.14,0.16455555555555557,0.06,0.09,0.13416666666666666,0.01,0.0,0.0,0.01
968,0.01,0.01,0.045,0.06,0.39,0.05,0.03,0.0,0.01,0.02,0.0
969,0.01,0.01,0.01,0.02,0.12,0.03,0.01,0.01,0.0,0.0,0.0
970,0.01,0.05833333333333334,0.08,0.08266666666666665,0.015,0.054000000000000006,0.0,0.01,0.01,0.01,0.01
971,0.025,0.14,0.155,0.19,0.036000000000000004,0.03,0.11,0.04,0.01,0.01,0.02
972,0.0,0.04,0.03,0.04,0.01,0.01,0.01,0.0,0.53,0.0,0.0
973,0.04,0.06666666666666667,0.15,0.1025,0.1,0.085,0.03,0.04,0.02,0.0,0.01
974,0.01,0.0,0.008,0.01,0.02,0.0,0.0,0.0,0.91,0.0,0.01
975,0.01,0.0,0.02,0.06,0.13,0.03,0.0,0.03,0.0,0.01,0.01
976,0.027999999999999997,0.02,0.17,0.02,0.07,0.08,0.01,0.01,0.01,0.0,0.02
977,0.0,0.03,0.27,0.26,0.0775,0.05,0.0,0.01,0.02,0.0,0.0
978,0.01,0.06,0.21,0.03,0.1,0.06,0.0,0.01,0.01,0.01,0.0
979,0.0,0.0,0.03,0.01,0.21,0.23,0.0,0.0,0.0,0.0,0.0
980,0.015,0.03,0.03,0.07,0.1,0.1,0.0,0.04,0.0,0.02,0.021666666666666664
981,0.02,0.03,0.02,0.03,0.0225,0.01,0.0,0.008333333333333333,0.94,0.0,0.0
982,0.02,0.01,0.185,0.10666666666666667,0.035,0.02,0.01,0.03,0.04,0.0,0.03
983,0.0,0.01,0.02,0.03,0.05,0.31,0.01,0.01,0.0,0.03,0.0
984,0.0,0.16,0.32,0.10416666666666666,0.05,0.0,0.0,0.0,0.0,0.0,0.01
985,0.02,0.013333333333333332,0.0725,0.156,0.03,0.02,0.02,0.01,0.0,0.0,0.0
986,0.0,0.01,0.2,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.0
987,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0
988,0.01,0.01,0.03,0.018333333333333333,0.01,0.01,0.0,0.01,0.0,0.86,0.0
989,0.02,0.02,0.4525,0.05166666666666666,0.02,0.015,0.01,0.04,0.06,0.0,0.03
990,0.02,0.01,0.08,0.06,0.1,0.04,0.0,0.01,0.01,0.0,0.01
991,0.0,0.05333333333333333,0.12,0.06333333333333332,0.07,0.06,0.02,0.03,0.08,0.0,0.04
992,0.013333333333333332,0.01,0.08,0.0725,0.055,0.03,0.0,0.03,0.01,0.01,0.03
993,0.01,0.06,0.07,0.028333333333333332,0.09,0.1,0.02,0.03,0.01,0.02,0.0
994,0.02,0.05,0.06,0.054000000000000006,0.11,0.045,0.0,0.0,0.02,0.0,0.02
995,0.0,0.01,0.09,0.03,0.19,0.17,0.0,0.03,0.02,0.01,0.0
996,0.015,0.075,0.15499999999999997,0.125,0.07666666666666667,0.055,0.02,0.06,0.04,0.01,0.08
997,0.01,0.02,0.11,0.01,0.04,0.0375,0.01,0.03,0.0,0.03,0.12
998,0.0,0.0,0.21,0.0,0.38,0.12,0.0,0.0,0.0,0.0,0.0
999,0.045,0.025,0.7108333333333334,0.2316666666666667,0.17833333333333334,0.02,0.012,0.0,0.0,0.0,0.0
1000,0.04,0.03142857142857143,0.1,0.14,0.07,0.05,0.0,0.06,0.0,0.0,0.01
1001,0.0,0.0,0.0,0.01,0.02,0.004,0.0,0.0,0.0,0.0,0.01
1002,0.02,0.08,0.1,0.0775,0.06833333333333334,0.02,0.03,0.01,0.05,0.0,0.02
1003,0.018285714285714284,0.012055555555555557,0.76,0.3583333333333333,0.13833333333333334,0.02,0.0,0.02,0.0,0.0,0.01
1004,0.01,0.03,0.095,0.0375,0.05,0.09,0.01,0.0,0.0,0.0,0.0
1005,0.0,0.003333333333333333,0.12,0.04,0.03,0.01,0.005,0.01,0.01,0.0,0.01
1006,0.0,0.01,0.06,0.06666666666666667,0.11,0.09,0.0,0.0,0.01,0.0,0.0
1007,0.0,0.006666666666666666,0.06,0.0,0.125,0.037000000000000005,0.0,0.02,0.01,0.07,0.01
1008,0.01,0.05,0.04,0.04333333333333333,0.04,0.05,0.0,0.0,0.0,0.03,0.01
1009,0.0,0.05,0.06,0.02,0.01,0.02,0.0,0.03,0.0,0.0,0.0
1010,0.0,0.02,0.635,0.8,0.02,0.02,0.03833333333333334,0.01,0.0,0.0,0.0
1011,0.01,0.01,0.01,0.01,0.09,0.03,0.0,0.01,0.0,0.05,0.01
1012,0.0,0.1,0.29,0.10166666666666666,0.01,0.02,0.0,0.0,0.0,0.0,0.01
1013,0.0,0.04,0.05,0.06,0.05,0.06,0.0,0.0,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,0.0,0.0,0.04,0.04,0.04,0.01,0.0,0.02,0.0,0.02,0.01
1016,0.02,0.015,0.01,0.01,0.026666666666666665,0.0,0.0,0.0,0.77,0.0,0.0
1017,0.22897402597402597,0.05,0.04,0.2553333333333333,0.03,0.015,0.0,0.01,0.0,0.0,0.06
1018,0.01,0.02,0.39,0.03833333333333334,0.02,0.02,0.01,0.0,0.06,0.01,0.0
1019,0.01,0.065,0.1,0.06916666666666667,0.01,0.05,0.0,0.04,0.0,0.06,0.02
1020,0.03,0.055,0.09666666666666668,0.0775,0.12666666666666665,0.06,0.02,0.022000000000000002,0.08,0.05,0.02
1021,0.01,0.02,0.11,0.02,0.04,0.08,0.0,0.016,0.01,0.0,0.01
1022,0.0,0.03,0.02,0.07,0.1,0.09,0.0,0.0,0.0,0.0,0.0
1023,0.0,0.295,0.18,0.25666666666666665,0.03,0.02,0.04,0.02,0.03,0.0,0.0
1024,0.0,0.02,0.02,0.01,0.07,0.04,0.0,0.0,0.02,0.02,0.0
1025,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1026,0.0,0.02,0.02,0.04,0.0,0.01,0.0,0.0,0.43,0.0,0.0
1027,0.01,0.03,0.11,0.0425,0.04,0.06,0.01,0.0025,0.0,0.0,0.01
1028,0.01,0.01,0.035,0.07,0.04,0.05833333333333333,0.0,0.0,0.1,0.01,0.01
1029,0.02,0.06708333333333333,0.04,0.045,0.05,0.09,0.01,0.026000000000000002,0.0,0.0,0.0
1030,0.02,0.015,0.29,0.025,0.08,0.016666666666666666,0.01,0.03,0.11,0.01,0.013333333333333332
1031,0.0,0.02,0.02,0.0775,0.03333333333333333,0.05,0.0,0.05,0.0,0.0,0.0
1032,0.0,0.01,0.0,0.03666666666666667,0.0,0.0,0.0,0.01,0.85,0.0,0.0
1033,0.01,0.0,0.2033333333333333,0.02,0.015,0.03,0.0,0.0,0.01,0.0,0.03
1034,0.014999999999999998,0.84,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,0.0,0.03,0.05,0.04,0.04,0.07,0.01,0.07,0.01,0.0,0.02
1036,0.01,0.27011904761904765,0.355857142857143,0.3517619047619047,0.0,0.0,0.0,0.0,0.02,0.0,0.0
1037,0.015,0.01,0.15,0.06,0.04,0.05,0.0,0.026666666666666665,0.01,0.0,0.04
1038,0.02,0.05,0.09,0.05833333333333333,0.11,0.05,0.01,0.01,0.44,0.0,0.0
1039,0.0,0.015,0.03,0.035,0.06,0.07,0.0,0.02,0.0,0.0,0.0
1040,0.0,0.03,0.03,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1041,0.0,0.03,0.03,0.01,0.03,0.06,0.0,0.0,0.0,0.01,0.0
1042,0.02,0.015,0.045,0.02,0.025,0.02,0.0,0.0,0.76,0.0,0.01
1043,0.03,0.02,0.21166666666666667,0.05,0.05,0.02,0.005,0.03,0.03,0.04,0.06
1044,0.0,0.0,0.03,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0
1045,0.01,0.02,0.06,0.023333333333333334,0.01,0.0,0.01,0.02,0.0,0.04,0.0
1046,0.02,0.03,0.185,0.08,0.02,0.04285714285714286,0.01,0.04,0.0,0.0,0.0
1047,0.0,0.0,0.14,0.07,0.06,0.13,0.0,0.0,0.0,0.0,0.0
1048,0.0,0.05,0.04,0.04,0.04,0.12,0.0,0.02,0.0,0.0,0.0
1049,0.01,0.03,0.09,0.3525,0.01,0.09,0.01,0.02,0.03,0.01,0.01
1050,0.0,0.028333333333333332,0.08,0.056666666666666664,0.07,0.02,0.0,0.01,0.01,0.01,0.0
1051,0.0,0.015,0.621,0.028333333333333335,0.02,0.04,0.0,0.0,0.01,0.0,0.01
1052,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
1053,0.0,0.03571428571428571,0.33761904761904754,0.24910714285714286,0.01,0.04,0.003333333333333333,0.03,0.01,0.01,0.01
1054,0.0,0.0,0.03,0.03333333333333333,0.06,0.16,0.01,0.01,0.0,0.01,0.0
1055,0.04,0.0625,0.14,0.07083333333333335,0.1025,0.04,0.015,0.01,0.02,0.0,0.02
1056,0.01,0.0175,0.01,0.03,0.01,0.0,0.0,0.0,0.85,0.0,0.0
1057,0.0,0.01,0.03,0.0,0.25,0.31,0.0,0.0,0.0,0.0,0.01
1058,0.01,0.0,0.11,0.06,0.03,0.08333333333333331,0.01,0.0,0.0,0.01,0.0
1059,0.0,0.05,0.02,0.2,0.01,0.0,0.01,0.0,0.0,0.0,0.0
1060,0.01,0.04,0.1,0.09,0.02,0.02,0.0,0.04,0.0,0.01,0.01
1061,0.0,0.0,0.04,0.05,0.26,0.07,0.0,0.0,0.0,0.0,0.01
1062,0.0,0.0,0.1,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0
1063,0.0,0.016666666666666666,0.07166666666666667,0.03,0.02,0.0,0.0,0.02,0.02,0.0,0.01
1064,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.93,0.0,0.0
1065,0.0,0.005,0.01,0.0,0.0,0.01,0.0,0.0,0.98,0.0,0.01
1066,0.0,0.01,0.08,0.013333333333333332,0.205,0.1716666666666667,0.0,0.0,0.0,0.01,0.005
1067,0.01,0.02,0.1,0.05333333333333333,0.07,0.01,0.01,0.04,0.02,0.0,0.05
1068,0.0,0.06,0.0675,0.06066666666666667,0.02,0.015,0.0,0.0,0.0,0.0,0.0
1069,0.0,0.01,0.135,0.06333333333333332,0.07,0.02,0.01,0.01,0.73,0.0,0.02
1070,0.0,0.01,0.08666666666666666,0.02,0.22,0.07,0.08,0.02,0.0,0.0,0.02333333333333333
1071,0.0,0.04,0.0,0.01,0.1,0.0,0.0,0.03,0.0,0.01,0.0
1072,0.0,0.03,0.075,0.01,0.13,0.01,0.0,0.0,0.01,0.0,0.0
1073,0.02,0.06,0.22,0.1,0.07,0.1,0.01,0.02,0.02,0.0,0.06666666666666667
1074,0.005,0.03,0.47116666666666673,0.1825,0.0735,0.08,0.1121904761904762,0.04,0.02,0.0,0.0
1075,0.03,0.09,0.09571428571428571,0.11166666666666666,0.0425,0.06,0.0,0.03,0.02,0.03,0.03
1076,0.0,0.030666666666666665,0.06,0.045,0.07,0.02,0.0,0.01,0.41,0.02,0.01
1077,0.08,0.215,0.08,0.14833333333333334,0.03,0.01,0.03,0.02,0.0,0.0,0.0
1078,0.0,0.055999999999999994,0.10666666666666666,0.01,0.04,0.04,0.02,0.01,0.0,0.0,0.0
1079,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.01,0.96,0.0,0.0
1080,0.06,0.02,0.03,0.11,0.03,0.02,0.006666666666666666,0.006666666666666666,0.01,0.0,0.01
1081,0.0,0.02,0.5409999999999999,0.1875,0.19416666666666665,0.025,0.005,0.0,0.03,0.0,0.0
1082,0.0,0.01,0.02,0.09833333333333333,0.1,0.03,0.0,0.0,0.0,0.0,0.04
1083,0.01,0.0475,0.15,0.01,0.01,0.04,0.0,0.0,0.01,0.01,0.01
1084,0.01,0.03,0.09,0.05,0.04,0.04,0.0,0.03,0.0,0.0,0.01
1085,0.0,0.01,0.02,0.006666666666666666,0.08,0.065,0.01,0.01,0.0,0.0,0.0
1086,0.01,0.065,0.10333333333333333,0.10595238095238095,0.05428571428571429,0.09,0.0,0.03066666666666667,0.01,0.0,0.0
1087,0.01,0.0,0.235,0.05333333333333334,0.03,0.05,0.02,0.01,0.02,0.01,0.0
1088,0.01,0.0,0.07,0.035,0.05,0.02,0.0,0.03,0.03,0.0,0.01
1089,0.0,0.02,0.09,0.05,0.02,0.03,0.0,0.07333333333333333,0.02,0.03,0.01
1090,0.0,0.1,0.6166666666666667,0.19,0.205,0.005,0.0,0.01,0.0,0.0,0.0
1091,0.0,0.045,0.106,0.05,0.04666666666666666,0.0275,0.0,0.03,0.03,0.03,0.01
1092,0.0,0.0075,0.02,0.05,0.03,0.01,0.0,0.01,0.9,0.0,0.0
1093,0.0,0.03,0.555,0.05,0.055,0.03,0.0,0.04,0.02,0.01,0.02
1094,0.01,0.0,0.02,0.105,0.36,0.08,0.0,0.07,0.01,0.0,0.0
1095,0.023333333333333334,0.27,0.06,0.155,0.255,0.02,0.18,0.01,0.0,0.0,0.04
1096,0.0,0.04666666666666666,0.11,0.065,0.13066666666666668,0.044000000000000004,0.0,0.0,0.01,0.04,0.03
1097,0.02,0.12,0.1,0.30999999999999994,0.1,0.03,0.005,0.04,0.04,0.0,0.0125
1098,0.01,0.02,0.13,0.003333333333333333,0.015,0.0,0.0,0.01,0.01,0.01,0.03
1099,0.01,0.02,0.41666666666666674,0.06333333333333334,0.1,0.03666666666666667,0.0,0.02,0.02,0.0,0.03
1100,0.025,0.04,0.065,0.06928571428571428,0.05,0.04,0.0,0.03,0.09,0.03,0.01
1101,0.01,0.03333333333333333,0.03666666666666667,0.0925,0.0425,0.026666666666666665,0.01,0.03,0.71,0.02,0.03
1102,0.05,0.005333333333333333,0.17,0.0225,0.115,0.11,0.0,0.03,0.02,0.01,0.01
1103,0.025,0.03,0.1,0.05166666666666666,0.03,0.04,0.01,0.0,0.03,0.01,0.0
1104,0.01,0.04,0.0725,0.2378333333333333,0.07166666666666666,0.05,0.03,0.0,0.02,0.03,0.0
1105,0.0,0.0,0.05,0.0,0.06,0.03,0.005,0.0,0.01,0.0,0.0
1106,0.0,0.0,0.03,0.01,0.09,0.25,0.0,0.0,0.0,0.0,0.0
1107,0.01,0.0,0.33,0.02,0.16,0.12,0.0,0.01,0.0,0.0,0.0
1108,0.045,0.035,0.05,0.049,0.1,0.02,0.01,0.006666666666666666,0.0,0.0,0.0
1109,0.01,0.13,0.08666666666666668,0.19,0.013333333333333332,0.03,0.002,0.0,0.02,0.0,0.01
1110,0.01,0.05,0.085,0.0875,0.06,0.04,0.03,0.01,0.01,0.01,0.02
1111,0.03666666666666667,0.02,0.06,0.05,0.18,0.12,0.045,0.01,0.0,0.01,0.0
1112,0.01,0.03,0.02,0.05333333333333333,0.01,0.0,0.0,0.0,0.0,0.0,0.0
1113,0.0,0.013333333333333332,0.05,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0
1114,0.01,0.08780701754385965,0.08,0.07333333333333333,0.125,0.12,0.02,0.04,0.0,0.01,0.01
1115,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1116,0.02,0.02,0.09,0.04,0.09,0.05,0.01,0.0075,0.01,0.0,0.0
1117,0.01,0.065,0.01,0.06666666666666667,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1118,0.06,0.375,0.06,0.37,0.03,0.0,0.016666666666666666,0.01,0.0,0.01,0.01
1119,0.01,0.0,0.14,0.01,0.03,0.07,0.0,0.0,0.0,0.04,0.0
1120,0.0,0.04,0.0325,0.026666666666666665,0.02,0.03,0.0,0.0,0.01,0.01,0.02
1121,0.01,0.015,0.04,0.01,0.04,0.04,0.01,0.01,0.01,0.0,0.0
1122,0.01,0.02,0.2033333333333333,0.11,0.03333333333333333,0.04,0.0,0.02,0.01,0.0,0.0
1123,0.0,0.0,0.08,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.06
1124,0.03,0.01,0.02,0.02333333333333333,0.47,0.21,0.02,0.01,0.0,0.01,0.0
1125,0.003333333333333333,0.03,0.11333333333333334,0.026666666666666665,0.4,0.08,0.01,0.0,0.02,0.01,0.013333333333333332
1126,0.0,0.0,0.1,0.09,0.05,0.04,0.01,0.05,0.0,0.0,0.0
1127,0.02,0.05,0.03,0.03,0.09,0.02,0.0,0.0,0.0,0.02,0.0
1128,0.01,0.1475,0.11,0.11333333333333334,0.08583333333333332,0.029166666666666664,0.02,0.012,0.02,0.0,0.015
1129,0.0,0.03,0.03,0.02,0.09,0.13,0.0,0.0025,0.0,0.01,0.01
1130,0.02,0.01,0.13,0.03,0.02,0.01,0.0,0.12,0.0,0.01,0.02
1131,0.0,0.0,0.02,0.02,0.33,0.04,0.02,0.0,0.0,0.02,0.0
1132,0.0,0.03,0.59,0.24,0.03,0.01,0.01,0.03,0.02,0.0,0.01
1133,0.0,0.02,0.05,0.03866666666666667,0.1,0.11,0.0,0.0,0.15,0.0,0.03
1134,0.0,0.065,0.25,0.09,0.08,0.03,0.03,0.0,0.0,0.02,0.0
1135,0.0,0.02,0.03,0.03,0.08,0.05,0.0,0.03,0.01,0.02,0.0
1136,0.01,0.0,0.04,0.03833333333333334,0.11166666666666668,0.01,0.01,0.0,0.0,0.0,0.01
1137,0.0,0.0,0.09,0.0,0.02,0.17,0.01,0.0,0.0,0.0,0.0
1138,0.01,0.07,0.22,0.055,0.08333333333333331,0.01,0.02,0.08,0.02,0.01,0.0225
1139,0.01,0.02,0.14666666666666667,0.18,0.08,0.06,0.01,0.005,0.0,0.0,0.06
1140,0.01,0.12,0.05583333333333333,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1141,0.01,0.018333333333333333,0.08083333333333334,0.15666666666666665,0.035833333333333335,0.02,0.0,0.01,0.01,0.0,0.0
1142,0.0,0.03,0.132,0.06,0.10666666666666666,0.01,0.16,0.01,0.02,0.01,0.03
1143,0.0,0.08666666666666668,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0
1144,0.0,0.02,0.08,0.0,0.04,0.03,0.0,0.0,0.0,0.01,0.0
1145,0.01,0.03,0.13,0.07,0.05925,0.04,0.02,0.0075,0.02,0.0,0.0
1146,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0
1147,0.05,0.0575,0.07266666666666667,0.07916666666666666,0.05,0.02428571428571429,0.0,0.04,0.05,0.02,0.05
1148,0.01,0.02,0.195,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.0
1149,0.0,0.04154761904761905,0.05,0.0225,0.015,0.02,0.0,0.015,0.6,0.0,0.01
1150,0.01,0.006666666666666666,0.07,0.0,0.13,0.23,0.0,0.01,0.0,0.02,0.0
1151,0.003333333333333333,0.05,0.16,0.09,0.08,0.05,0.01,0.04,0.03,0.0,0.034
1152,0.0,0.0,0.06,0.04333333333333334,0.045,0.01,0.0,0.01,0.02,0.0,0.0
1153,0.06,0.02,0.045,0.10083333333333334,0.06,0.021666666666666664,0.0,0.04416666666666667,0.02,0.0,0.0
1154,0.02,0.04666666666666666,0.16,0.16666666666666663,0.07,0.025,0.003333333333333333,0.0,0.02,0.0,0.0
1155,0.0,0.02,0.265,0.01,0.06,0.1,0.02,0.05,0.0,0.0,0.0
1156,0.04,0.025,0.13,0.03666666666666667,0.09,0.08,0.03,0.09,0.0,0.0,0.11
1157,0.0,0.015,0.044000000000000004,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0
1158,0.0,0.02,0.01,0.02,0.055,0.05,0.0,0.01,0.0,0.0,0.0
1159,0.0,0.01,0.02,0.02,0.19,0.14,0.0,0.01,0.0,0.0,0.01
1160,0.0,0.03,0.04,0.04,0.1,0.02,0.0,0.01,0.0,0.0,0.0
1161,0.0,0.02,0.07166666666666667,0.0,0.31,0.09,0.0,0.01,0.0,0.0,0.0
1162,0.01,0.04,0.102,0.145,0.11,0.09,0.01,0.06,0.02,0.0,0.0
1163,0.0,0.02,0.12,0.15807142857142856,0.09333333333333332,0.04,0.0,0.0,0.0,0.0,0.0
1164,0.02,0.166,0.04333333333333333,0.1875,0.02,0.02,0.03,0.02,0.03,0.01,0.0
1165,0.02,0.05,0.14321428571428574,0.09916666666666667,0.015,0.025,0.0,0.07933333333333333,0.0,0.0,0.03
1166,0.0,0.0,0.03,0.03,0.1,0.3,0.0,0.0,0.0,0.01,0.02
1167,0.0,0.0,0.01,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0
1168,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.0
1169,0.0,0.01,0.62,0.023333333333333334,0.02,0.04,0.0,0.0,0.0,0.0,0.0
1170,0.0,0.065,0.35,0.03,0.11,0.013333333333333332,0.0,0.0,0.01,0.0,0.0
1171,0.02,0.044000000000000004,0.05,0.058666666666666666,0.06571428571428571,0.03,0.01,0.02,0.0,0.0,0.0
1172,0.0,0.013333333333333332,0.03,0.01,0.03,0.01,0.005,0.0,0.94,0.0,0.0
1173,0.015,0.12,0.4,0.13266666666666665,0.24,0.03,0.003333333333333333,0.0,0.0,0.0,0.0
1174,0.0,0.04,0.04,0.09333333333333334,0.08,0.121,0.05,0.013333333333333332,0.02,0.0,0.0
1175,0.01,0.0,0.05,0.0,0.48,0.2333333333333333,0.0,0.0,0.0,0.01,0.0
1176,0.01,0.02,0.05,0.01,0.05,0.02,0.0,0.01,0.38,0.0,0.02
1177,0.013333333333333332,0.04666666666666666,0.13166666666666665,0.055,0.13666666666666666,0.06,0.0,0.0,0.01,0.0,0.01
1178,0.01,0.01,0.055,0.07766666666666666,0.21,0.06,0.01,0.01,0.04,0.01,0.0
1179,0.0,0.01,0.41,0.105,0.02,0.01,0.01,0.0,0.01,0.0,0.0
1180,0.02,0.07,0.57,0.11,0.075,0.0,0.0,0.01,0.02,0.0,0.0
1181,0.01,0.02,0.69,0.026000000000000002,0.06,0.03,0.01,0.03,0.0,0.01,0.01
1182,0.01,0.01,0.155,0.024,0.165,0.03,0.01,0.04,0.0,0.0,0.0
1183,0.0,0.01,0.28,0.11,0.28,0.08,0.0,0.0,0.0,0.0,0.0
1184,0.01,0.0,0.23,0.04,0.0,0.04,0.0,0.01,0.0,0.0,0.0
1185,0.0,0.02,0.0,0.04,0.1,0.25,0.01,0.01,0.0,0.01,0.0
1186,0.0,0.64,0.1,0.02,0.0,0.044000000000000004,0.02,0.01,0.01,0.0,0.04
1187,0.0,0.013333333333333332,0.03,0.06,0.06,0.01,0.0,0.01,0.25,0.0,0.0
1188,0.04,0.05,0.15571428571428572,0.13333333333333333,0.07,0.02,0.02,0.065,0.11,0.01,0.02
1189,0.0,0.01,0.43,0.0,0.016666666666666666,0.01,0.0,0.015,0.0,0.0,0.0
1190,0.0,0.05,0.02,0.025,0.17,0.05,0.01,0.0,0.0,0.0,0.0
1191,0.0175,0.05219047619047619,0.1433333333333333,0.13699999999999998,0.165,0.056666666666666664,0.024,0.025,0.03,0.04,0.04
1192,0.0,0.07333333333333333,0.14,0.05,0.04,0.03,0.01,0.04,0.0,0.01,0.02
1193,0.01,0.023333333333333334,0.2,0.04833333333333333,0.03,0.04,0.01,0.0,0.01,0.01,0.03
1194,0.02,0.49346428571428574,0.035833333333333335,0.435,0.3638809523809524,0.0,0.0,0.03,0.01,0.01,0.0
1195,0.0,0.0,0.01,0.11895238095238093,0.02,0.0,0.005,0.0,0.0,0.0,0.03
1196,0.08333333333333331,0.026666666666666665,0.6459999999999999,0.106,0.01,0.02,0.01,0.02,0.01,0.0,0.0
1197,0.0,0.0,0.03,0.09,0.018000000000000002,0.03,0.0,0.0,0.0,0.02,0.03
1198,0.01,0.05333333333333333,0.11,0.12142857142857143,0.07,0.05,0.01,0.06,0.07,0.01,0.02
